date,bikes_hired,Baseline,A,B,C,D,E
2018-05-06,40606,33486.99617539,29484.85649931,33422.45141011,34820.91798780,32036.62741463,30639.99294494
2018-05-07,45435,35408.25053553,35024.52002335,38441.27681436,41214.76442243,38611.10306462,36208.29595637
2018-05-08,41579,34700.41998179,36603.33203206,38252.55669216,41506.86817139,38550.00712036,36268.84661741
2018-05-09,41130,31363.50451418,33234.38086958,35442.26847484,35994.87324334,34419.07065809,34788.02180785
2018-05-10,38054,29644.48745510,31594.24010247,34837.72154463,32776.45191396,31760.40677510,33015.53291756
2018-05-11,38386,29442.25015403,29869.69957874,32997.50151860,30906.94387798,29236.80498897,30859.14173282
2018-05-12,16717,28633.30094976,26822.20978735,25987.58097104,24277.51933964,26019.44461286,25498.95466658
2018-05-13,29190,28936.65690136,24939.71077485,26295.07590769,26667.03450306,27251.41040378,25793.56504373
2018-05-14,38095,31161.26721311,30782.38401386,35495.15199622,32451.50816803,30633.25355550,33448.20578728
2018-05-15,42106,32779.16562165,34684.27050396,38456.78189908,38929.18872893,38833.08770105,37946.13559657
2018-05-16,34627,29037.77555190,30911.30638818,32998.41752991,29646.65006617,28936.37556501,28836.85047701
2018-05-17,37549,27925.47039603,29877.18505101,32823.39658286,34427.14275848,33406.03153509,34055.95496007
2018-05-18,37305,28329.94499816,28758.66395721,32179.75868413,33294.78370778,33954.70585013,34449.91547688
2018-05-19,36895,30352.31800884,28539.26483881,30626.04537327,33429.30868760,32850.09307331,32537.53651329
2018-05-20,39964,30554.55530990,26555.76258799,27581.77834549,29437.55043783,29441.19397734,29760.04981969
2018-05-21,38800,32273.57236898,31893.41963539,33103.37043813,35144.60901334,34543.51263526,32064.85884501
2018-05-22,41242,32981.40292272,34886.27698060,36863.98805850,37460.16843941,35774.37303136,35017.41420392
2018-05-23,38229,30048.96205724,31921.33877140,32402.22444829,34399.06065344,32745.35096901,32786.13490666
2018-05-24,31970,31161.26721311,33109.28867729,31945.04880985,34911.95183798,33239.14198340,30413.26879002
2018-05-25,35108,32273.57236898,32697.79025174,31550.20345810,30482.22074862,31337.24036987,31842.59316940
2018-05-26,33573,36318.31839033,34498.45589977,33911.08304889,36135.15898923,31735.51125067,34402.42601554
2018-05-27,33192,36925.03029353,32918.96660224,32000.96557270,35285.01334687,31443.63135041,26664.64773249
2018-05-28,36742,35812.72513766,35428.53297664,33580.27702890,36655.76990347,36648.25595395,38579.48625538
2018-05-29,24312,31565.74181524,33472.23164410,30431.81069150,28005.08209169,22513.64885392,18752.01944751
2018-05-30,34884,32172.45371845,34042.40677615,31553.93273695,33606.05492443,34369.75301316,31971.09109797
2018-05-31,37677,34599.30133126,36543.39878022,33854.20149303,34897.23411024,34526.86354812,33583.14569787
2018-06-01,37293,34801.53863232,35222.87120978,33289.43083461,33686.92530753,33688.11236665,34444.40118166
2018-06-02,38293,34801.53863232,32983.40732495,32443.64717491,33981.90043252,35026.19023963,33185.72409875
2018-06-03,39871,36217.19973980,32211.94393399,33044.05705794,35453.68143875,36219.41059079,37288.28204721
2018-06-04,35255,32475.80967005,32095.42611203,30158.13550131,28890.72175011,29559.65013732,29802.59302947
2018-06-05,37048,30655.67396044,32563.20249921,32421.75400121,32059.77881178,32330.64130475,32042.33979210
2018-06-06,41592,31767.97911631,33638.39382286,35062.49142617,39457.23806330,38499.00970061,38025.55455509
2018-06-07,37841,33082.52157325,35028.35020540,35354.06175556,35357.87227586,36229.71580538,37086.37248756
2018-06-08,39576,33992.58942805,34414.84530321,35441.79740420,35476.85276406,36379.00237014,37780.70279390
2018-06-09,36466,33082.52157325,31266.35227349,31378.04954931,32779.33737828,33495.79514257,34574.20895052
2018-06-10,38562,33790.35212699,29787.86621428,29327.57001294,30555.87613557,30889.92528621,32881.40436318
2018-06-11,41027,33992.58942805,33610.47468686,35178.25246391,37407.07907307,36727.92763525,36638.32810637
2018-06-12,38487,31060.14856257,32967.21545249,33293.48960876,31952.80929053,33328.05112263,32609.25408000
2018-06-13,40569,32071.33506791,33941.40353783,35953.47496587,36350.96628267,35546.58593352,37272.38626957
2018-06-14,37871,33689.23347645,35634.36963533,36570.82957087,36765.01555134,34753.27155352,33265.49891304
2018-06-15,39862,33992.58942805,34414.84530321,37419.99482854,35764.10863493,34998.36662341,37751.07446052
2018-06-16,31329,32779.16562165,30963.34255853,33111.20545006,29964.36999812,29794.03622613,32128.90923802
2018-06-17,26769,31666.86046578,27666.79820953,27995.80741989,27041.07692131,27308.48553317,27568.47942564
2018-06-18,39768,35206.01323446,34822.51354671,34684.86333401,36952.78148416,35112.22425216,35352.92670189
2018-06-19,41862,36621.67434193,38522.39356017,38230.00267727,37654.24671982,38954.10183271,38007.55929300
2018-06-20,41134,35408.25053553,37274.51040243,36226.64916491,38114.20147498,38205.77767608,37328.10652863
2018-06-21,41533,32475.80967005,34422.33077547,39627.80107722,35579.78705675,34855.50018826,39716.83062577
2018-06-22,41765,32779.16562165,33202.80644335,37449.11313437,35892.13869982,36930.01581125,39645.38361754
2018-06-23,38772,34093.70807859,32276.38465670,36474.22048468,33790.51299314,32494.99375336,35952.43197503
2018-06-24,38982,36014.96243873,32009.93745735,36493.93419485,33559.41902765,34030.89904694,36277.83213441
2018-06-25,44565,37936.21679887,37549.60098139,41048.48877502,41442.48936150,40482.94460298,41430.90671220
2018-06-26,46084,37127.26759460,39027.40975178,41363.47309706,42091.84447907,41438.00917457,42233.23882383
2018-06-27,44788,34902.65728286,36769.49421082,38058.85799399,40861.95839435,40208.03748696,39779.21862754
2018-06-28,43075,35408.25053553,37351.42468679,38282.36921259,43284.51911429,41317.31875953,38376.69740617
2018-06-29,43081,36217.19973980,36636.91654628,38348.98141737,41724.92186412,39408.92461901,39141.59066867
2018-06-30,38522,36318.31839033,34498.45589977,37322.46432149,37403.41477471,34702.10585316,36632.75998544
2018-07-01,37334,39250.75925581,35242.04108363,38724.18237438,38019.42897908,36497.56675536,37589.24700042
2018-07-02,42556,39149.64060528,38761.63984125,44228.89486175,38420.34289150,35092.54878100,40430.08165418
2018-07-03,44655,36520.55569140,38421.39032185,42811.21609822,40299.82026548,37002.58060448,38391.91518672
2018-07-04,43511,35913.84378820,37779.52659404,39239.00545668,39516.97261235,40454.40765535,41338.52775227
2018-07-05,44052,38644.04735261,40583.52831308,41340.23060026,41557.93293442,40817.91386806,40658.09914130
2018-07-06,43143,39655.23385795,40071.02664920,41650.94657278,41104.93069074,40630.39251752,42348.94788967
2018-07-07,36308,40666.42036329,38841.59514759,40753.98340756,38901.91090324,37413.09241731,39562.56712807
2018-07-08,38196,40261.94576115,36252.07346685,39096.90231693,38896.23092447,36812.29408685,36444.05407506
2018-07-09,41893,39149.64060528,38761.63984125,40817.51358916,39846.35030999,38868.83873113,38874.08217787
2018-07-10,43535,34295.94537966,36199.31907878,38309.36273278,35534.33806391,36931.93753512,36523.40695360
2018-07-11,44003,34295.94537966,36163.47478090,37084.31843473,36570.15363631,38389.71471246,36752.75238697
2018-07-12,41826,35307.13188499,37250.42144847,38039.20320069,38658.07220047,39481.13700034,38001.02970846
2018-07-13,38879,36419.43704087,36838.92302292,37301.20115288,39808.44231069,39464.41236550,38698.84731630
2018-07-14,37733,37531.74219674,35710.49475963,37091.48913563,37800.04604419,37047.88373917,36663.17042014
2018-07-15,37299,39452.99655688,35444.04756028,38705.87219808,36407.37287313,35759.91359968,38464.09049357
2018-07-16,41828,39655.23385795,39266.65603285,43082.99942479,40724.85263831,38678.71054727,40263.63743974
2018-07-17,43392,35812.72513766,37714.36765360,40422.74062287,37155.08558726,37308.12534611,39007.13728321
2018-07-18,43183,36621.67434193,38486.54926229,41001.72460392,40375.05288582,41645.70175354,39177.23763113
2018-07-19,42857,37430.62354620,39371.48945322,42338.26193026,39625.84578068,40098.92833935,41569.57786003
2018-07-20,40297,37026.14894407,37444.94245285,39991.52419244,35093.50964285,36610.75075099,37042.56901996
2018-07-21,38763,38441.81005154,36619.52390452,37967.91352241,37854.90628980,37328.04769993,37237.66703217
2018-07-22,37683,39149.64060528,35141.03784531,37249.68939428,34424.89152777,34496.43678225,35971.17105405
2018-07-23,42509,41273.13226649,40882.70784599,43299.86039840,42714.85895162,41280.52550391,40853.62060342
2018-07-24,44195,40059.70846008,41956.50366310,43167.00856097,43323.27061748,41599.53043023,42006.79810245
2018-07-25,44870,40868.65766435,42728.68527178,44916.76244623,44346.56726106,44903.63734422,44929.25223656
2018-07-26,43343,42891.03067503,44825.66432257,46264.55284275,46484.89265350,43926.91714581,43162.18880092
2018-07-27,34606,40565.30171275,40980.05579410,42002.54307148,44689.76713505,41697.04845233,36860.23728610
2018-07-28,41145,35711.60648713,33892.43646985,35823.09687414,31866.86608004,27873.67235335,32471.87726688
2018-07-29,18974,34194.82672912,30191.87916756,28160.55113213,26390.31295739,22984.78284139,21842.47269817
2018-07-30,38274,36318.31839033,35933.54916825,35320.93497645,33063.42839797,32591.96642196,33516.78951141
2018-07-31,42260,35913.84378820,37815.37089192,38788.63765043,38095.43835321,36844.60465785,35961.82963074
2018-08-01,43691,35913.84378820,37779.52659404,39662.90490475,40619.16426685,41007.66326477,41131.23697856
2018-08-02,43292,38239.57275047,40179.51535979,41497.96508090,45068.47205642,46489.58803019,43445.19121343
2018-08-03,40908,41879.84416969,42293.09789227,43326.80361774,43220.17554296,43245.91151784,42963.39037619
2018-08-04,39318,40160.82711062,38336.57895599,40002.42417219,38230.68170161,39744.80299773,40260.65016224
2018-08-05,40220,38542.92870208,34535.01841538,35447.53662687,36196.54051112,36551.39607304,39352.58655550
2018-08-06,41963,40261.94576115,39872.67546278,42099.52724771,42774.13849381,42227.78690545,41442.90138330
2018-08-07,40954,39958.58980955,41855.50042477,43448.67043717,43677.01214843,42276.98251844,41913.04790813
2018-08-08,42676,35812.72513766,37678.52335572,40429.02329304,38004.21337533,37264.96830466,37745.86836888
2018-08-09,20574,31666.86046578,33614.30486890,31505.65245302,30818.16145645,30721.35320819,26754.02681782
2018-08-10,29253,30959.02991204,31384.74815356,30347.05703986,31180.28289536,29337.82750518,25614.25454817
2018-08-11,33214,31869.09776684,30054.31341363,30498.81189497,31902.32610944,32972.99742337,33918.75059853
2018-08-12,23113,34801.53863232,30797.89859749,30285.67490759,28906.95922826,29024.96214162,28324.56619209
2018-08-13,36510,35408.25053553,35024.52002335,33798.56857355,35621.53611707,35659.70911884,32626.59082141
2018-08-14,40735,35610.48783660,37512.36117695,38402.29631082,39537.40467944,40089.22194730,37037.98761568
2018-08-15,40930,35711.60648713,37577.52011739,37662.64628071,38736.25366745,38427.31222209,35724.57430604
2018-08-16,28400,33385.87752485,35331.35992036,33318.12053475,30625.04023484,28059.71649957,24545.32886712
2018-08-17,36869,32981.40292272,33404.81291999,34201.09287750,35798.90047179,35502.30804504,34402.51681409
2018-08-18,31691,34700.41998179,32882.40408663,32765.68042712,31604.30896854,32439.74289447,31236.14393962
2018-08-19,32209,36925.03029353,32918.96660224,32041.33694871,35091.25106343,34357.94809454,29124.69456607
2018-08-20,37839,37632.86084727,37246.59126643,36625.00983470,35469.05292243,37290.26240139,36006.29836532
2018-08-21,40293,37835.09814834,39734.43242002,39593.69684369,38947.26363282,41372.79536702,39899.71530164
2018-08-22,38401,34902.65728286,36769.49421082,34950.26204145,35177.63343781,36802.20264183,37801.30043436
2018-08-23,34492,35307.13188499,37250.42144847,36848.24760849,33805.36600695,33995.81045383,34011.14593166
2018-08-24,27839,30655.67396044,31081.73843860,32483.92670069,31633.59920166,30018.45588668,29861.12079459
2018-08-25,25490,29037.77555190,27226.22274064,28009.90079479,30343.98053290,31935.45982327,28878.97837254
2018-08-26,8177,30048.96205724,26050.74639639,23782.18022159,24424.03636986,21146.51438911,17629.92201806
2018-08-27,25059,32779.16562165,32398.43582700,32300.63169723,29016.15618713,30507.93626000,31953.07692168
2018-08-28,34791,33385.87752485,35290.28993388,36585.13944984,34545.78554202,37778.06208218,36622.10718832
2018-08-29,27070,32273.57236898,34143.41001447,33492.69654114,32750.23408744,33907.27010559,31590.07597492
2018-08-30,37001,32071.33506791,34018.31782219,36798.05373333,34341.69018447,36790.70440810,37666.14158065
2018-08-31,35209,32779.16562165,33202.80644335,33714.76085372,33753.83582932,35428.92203280,35488.03616662
2018-09-01,35326,33992.58942805,32175.38141838,33909.70035238,35335.68318874,35323.93778621,36754.44579114
2018-09-02,35048,33689.23347645,29686.86297596,31587.42931348,32131.68750293,32852.18241254,34982.65203429
2018-09-03,36068,33891.47077752,33509.47144853,34067.10186787,35600.91928660,36653.91857344,38053.75832735
2018-09-04,36581,32779.16562165,34684.27050396,34762.80099443,33621.11981163,34308.70684660,36593.92926566
2018-09-05,36059,33284.75887432,35153.44239768,35379.34308395,34168.28054973,35258.04232933,36911.61891816
2018-09-06,34778,32475.80967005,34422.33077547,34843.79302039,36874.26509113,36629.17028145,38130.86051014
2018-09-07,35451,30048.96205724,30475.71900867,33184.79924572,32627.28133260,32548.69893499,35378.44992519
2018-09-08,28318,30756.79261097,28943.27779210,29317.72667644,30757.20841024,32323.81183656,32166.48152782
2018-09-09,30598,34295.94537966,30292.88240589,30603.95713640,31236.61402064,31379.27810095,31123.57782068
2018-09-10,36965,33284.75887432,32903.45201861,33354.97625266,32600.38211580,32297.22570032,35097.13981907
2018-09-11,37221,35003.77593339,36906.34174703,35288.07382319,33669.71130422,33625.98424926,36144.24266816
2018-09-12,33403,30150.08070777,32022.34200972,30909.42129187,30056.36950261,32397.98469364,34300.83948502
2018-09-13,38708,29745.60610563,31695.24334079,32860.46187614,35455.09403270,35538.11252864,36524.99643979
2018-09-14,35332,30150.08070777,30576.72224699,31288.28232924,31341.55254577,32571.35692375,34101.57097596
2018-09-15,33465,31666.86046578,29852.30693699,29972.10849519,31566.09388600,31986.73847205,33953.24588302
2018-09-16,32055,33891.47077752,29888.86945260,30055.19253691,31614.69372858,30473.58871643,30491.56984565
2018-09-17,39190,36621.67434193,36236.55888321,37362.50273235,36906.80312793,33146.36590900,35450.51097794
2018-09-18,38360,35509.36918606,37411.35793863,37795.78791487,34921.29647274,31900.43300893,35102.45974780
2018-09-19,37027,35408.25053553,37274.51040243,36872.59118102,34795.92927330,30927.97398480,33530.53815456
2018-09-20,35317,35104.89458393,37048.41497183,36281.17283269,33168.42083027,29597.01677900,34071.48245519
2018-09-21,32942,30453.43665937,30879.73196196,32482.05118899,32963.76891544,27906.72048692,28325.81715118
2018-09-22,12376,27520.99579389,25711.17416581,24342.22492843,22031.82399735,22370.31075138,25673.86810774
2018-09-23,13192,27015.40254122,23020.64924675,22764.94883396,22023.86942619,18733.55843449,18952.98456771
2018-09-24,34563,26206.45333695,25833.22533611,27657.52639029,30188.11220380,32024.72840914,32879.52974555
2018-09-25,36730,26712.04658962,28624.07620467,30164.75584274,34391.71614196,35639.09178576,34883.25988168
2018-09-26,39281,29644.48745510,31517.32581811,33125.15819302,39755.47795297,40136.43177197,36690.52824159
2018-09-27,39835,31363.50451418,33311.29515394,34611.43513801,38816.84299959,38541.33283881,37024.40658979
2018-09-28,35817,30150.08070777,30576.72224699,33246.29406558,30218.05410991,31277.02208735,34471.11101037
2018-09-29,32941,27723.23309496,25913.18064246,27735.29602471,31183.32743972,33096.64731944,32151.99463241
2018-09-30,25254,27015.40254122,23020.64924675,24117.38993020,25187.29892568,27127.01767387,28632.92339134
2018-10-01,34411,27318.75849282,26944.26095764,30231.42408107,29279.98652688,30308.94605305,32325.85468134
2018-10-02,37515,31565.74181524,33472.23164410,34267.09141217,36521.59100742,36876.73065810,35094.68905691
2018-10-03,38434,31161.26721311,33032.37439293,32876.81058670,32445.26904114,35898.15407190,36374.01591087
2018-10-04,36930,29240.01285297,31190.22714919,28697.52136817,30028.35499427,30720.54770470,32318.33443556
2018-10-05,39569,31262.38586364,31687.75786853,30127.82773937,35083.20085993,35283.10291604,33104.44697497
