date,bikes_hired,Baseline,A,B,C,D,E
2021-02-17,12953,24790.79222948,26669.17037869,24904.94227087,23408.57643220,24142.25153251,24616.16643551
2021-02-18,16281,23476.24977254,25433.04256487,25898.81571633,23973.32589620,26507.13183700,26145.03918539
2021-02-19,17587,23274.01247147,23708.50204114,22807.08303408,24212.21857367,23048.06184800,21977.33182873
2021-02-20,39938,27925.47039603,26115.18711910,27474.75759237,25070.82473341,23803.65157523,24273.90229582
2021-02-21,33638,26914.28389069,22919.64600842,22743.82539011,21824.90604386,24147.00319613,24337.12706011
2021-02-22,13929,24689.67357894,24318.17676129,22173.13860361,22280.30132235,23632.04976349,23819.85573108
2021-02-23,21703,25801.97873482,27715.04705978,27895.51898371,27348.09793577,27409.62826235,27947.78770128
2021-02-24,22268,28329.94499816,30204.28371993,31437.55526270,29956.25749166,33626.18721328,31913.01648495
2021-02-25,18463,25498.62278321,27453.10733130,27996.69669766,25824.76323574,30898.79266045,29603.97367483
2021-02-26,29685,21453.87676186,21890.44375136,23537.07388494,26354.52566842,30697.45379685,28547.20773875
2021-02-27,52485,21554.99541240,19751.98310485,20350.68817268,23875.23229825,26640.69615810,24671.91475836
2021-02-28,31454,20341.57160599,16354.43551754,15315.09513868,19275.99632400,20122.46948293,18101.78301754
2021-03-01,18214,20543.80890706,20177.04399011,18541.63814919,17949.97639088,17584.22861187,19545.60954987
2021-03-02,19222,21049.40215973,22967.89485868,21250.72448168,22739.10618095,22243.22437276,22703.76649732
2021-03-03,12416,20139.33430492,22023.02141590,19391.48405289,17575.75002545,18353.25016662,21670.38307228
2021-03-04,15504,19835.97835332,21796.92598530,20677.33468888,18716.29681604,21866.09568818,23746.42635213
2021-03-05,20353,19027.02914905,19466.36603164,21536.37032023,19941.45836091,24036.53395502,23810.56433910
2021-03-06,30882,18521.43589638,16721.88595521,18465.47220091,17615.54863600,24480.66065790,23465.64261248
2021-03-07,28893,18218.07994478,14233.36751279,17596.57069826,16889.08810491,22364.07512186,21422.33740831
2021-03-08,18574,20341.57160599,19975.03751347,20921.67382191,22552.03942560,23133.66597807,21901.01687142
2021-03-09,25689,22667.30056827,24583.94667182,27018.64965626,29280.47530455,31942.83729426,30598.02546528
2021-03-10,11251,22970.65651987,24851.11208890,23757.66413740,24297.89842891,19986.52080552,19036.01280276
2021-03-11,16829,24588.55492841,26544.07818640,27766.21432699,25448.22095707,20439.57205593,21559.10326655
2021-03-12,18983,22566.18191773,23001.47937289,24496.11653544,24128.21051459,22374.49493153,22316.05548196
2021-03-13,24114,22060.58866506,20256.99929646,22192.27456024,20988.92419366,20295.81763897,20458.47461865
2021-03-14,21978,22869.53786934,18879.51647557,19759.20470766,19185.30237513,21133.16389036,21279.38492797
2021-03-15,16475,23577.36842307,23207.14113975,23454.70732150,22470.93213907,25702.77689212,25523.11637300
2021-03-16,18957,23476.24977254,25391.97257839,24220.34107055,25875.50174490,23411.36801505,22502.92624324
2021-03-17,18887,22060.58866506,23942.08294401,24052.00965482,23966.32061323,24622.46523965,24921.99132926
2021-03-18,16882,22161.70731560,24120.00046669,22515.61499371,20716.23521816,21430.22651358,23494.43019115
2021-03-19,26756,21959.47001453,22395.45994296,22916.00633607,22856.45401314,27343.40465250,29545.02755704
2021-03-20,34935,22161.70731560,20358.00253478,19851.67250769,20136.51446039,25365.39030824,24193.55504930
2021-03-21,32892,22465.06326720,18475.50352228,18806.72634810,18356.87459970,20442.67803759,21200.66028566
2021-03-22,25237,22465.06326720,22096.10551822,22475.47898300,24943.38623995,25971.40139706,26387.70502728
2021-03-23,24063,22566.18191773,24482.94343350,24999.14310006,28549.73111571,27470.84609172,26773.39212365
2021-03-24,23002,23375.13112200,25255.12504219,25093.67056903,27812.30221096,27361.48261980,26337.95928019
2021-03-25,20558,23981.84302521,25938.05875648,25156.63403944,27204.50824398,27695.06888241,27801.63320797
2021-03-26,17524,24386.31762734,24819.53766268,24694.66733274,25370.06312839,24944.25024324,23333.55464132
2021-03-27,40127,22566.18191773,20762.01548807,23226.43342767,22598.91469683,23012.77997607,24743.24926994
2021-03-28,23890,25903.09738535,21909.61362521,22229.80563154,19764.07884659,18653.62351352,19598.39220488
2021-03-29,34583,28127.70769709,27752.28686422,28886.48503162,33075.03742646,31529.13908463,29587.50311303
2021-03-30,50370,27925.47039603,29836.11506453,32719.40560136,37576.30485941,37218.36405355,34954.22875670
2021-03-31,40471,29442.25015403,31315.31934147,32881.05442528,35881.80250641,36183.11091130,33080.96652285
2021-04-01,36465,24689.67357894,26645.08142473,26677.12493065,26400.13391624,26135.19503313,28169.71344267
2021-04-02,39035,21959.47001453,22395.45994296,24934.57513642,23336.14982161,26692.58878421,26917.98410803
2021-04-03,33877,22161.70731560,20358.00253478,22960.26846023,20620.64992703,21083.26865404,22108.40998748
2021-04-04,47500,24082.96167574,20091.55533543,23060.72492241,26508.36769685,26644.05328851,25279.03060423
2021-04-05,26788,21251.63946079,20884.06665836,26844.52020958,25439.77554624,25926.73263720,26653.73380935
2021-04-06,22337,17914.72399318,19836.79447071,25561.57697113,24792.43632202,28560.44498592,29580.19771106
2021-04-07,24414,18319.19859531,20204.96312612,25733.09616872,25309.13305602,29578.16376582,29077.65031529
2021-04-08,27059,22869.53786934,24827.02313494,28799.92825375,29556.69936258,32872.03243722,31433.36111319
2021-04-09,30386,23678.48707361,24112.51499443,25616.64468996,26575.22617373,31821.56474447,31892.19550434
2021-04-10,23659,21352.75811133,19549.97662821,21216.79724514,19002.32249501,21193.35865458,22312.02089064
2021-04-11,31377,18925.91049852,14940.39018104,17482.02086118,19083.98482267,24109.82799253,24918.55154769
2021-04-12,28610,19431.50375119,19066.00836858,22548.27474756,23728.75769983,28830.07611700,29190.09811586
2021-04-13,29345,21049.40215973,22967.89485868,28557.94353895,29650.86060182,33633.42430213,31250.63807298
2021-04-14,30841,21858.35136400,23740.07646737,28168.01449584,27687.66015429,31660.26417116,31883.06373037
2021-04-15,26089,20038.21565439,21998.93246194,23545.57789708,26199.49264420,31491.93833303,30194.59016684
2021-04-16,33869,20847.16485866,21284.42432143,23894.78973391,26267.18588126,29314.26882663,30668.60994077
2021-04-17,43018,21352.75811133,19549.97662821,23517.96567754,26115.44433160,31245.69751907,32153.36543678
2021-04-18,36387,22869.53786934,18879.51647557,22867.80066020,25539.47578909,29981.07630639,30416.06337249
2021-04-19,30142,23678.48707361,23308.14437807,24202.51553348,29310.34122483,29631.79066671,29340.20475073
2021-04-20,35624,24487.43627788,26402.00496160,26833.67238149,30250.78023330,30054.23074248,31022.58083689
2021-04-21,30110,23678.48707361,25558.13475715,26610.41043684,28084.19129308,26991.35539842,27570.97899235
2021-04-22,32092,22161.70731560,24120.00046669,27037.20910650,29739.80039329,31533.76576371,33360.13266684
2021-04-23,34647,23071.77517040,23506.49556450,26801.97374708,28813.36057573,30601.28935304,32991.41904389
2021-04-24,45312,24386.31762734,22580.07377785,25665.59559336,28678.94076848,29919.01042375,30876.67464733
2021-04-25,29687,22869.53786934,18879.51647557,20788.67479584,21390.99817923,22370.16169372,23600.75243245
2021-04-26,26182,22363.94461667,21995.10227990,25764.80837172,26431.70180276,30251.61486932,30773.20002341
2021-04-27,30584,23375.13112200,25290.96934007,28074.86972338,31851.72785838,32136.68783108,33430.86049463
2021-04-28,21849,24487.43627788,26366.16066372,29908.17962820,28605.84238207,28485.93197275,27891.56951319
2021-04-29,27619,22869.53786934,24827.02313494,28174.17192564,26213.99427938,31449.53280610,32810.40143934
2021-04-30,28856,22667.30056827,23102.48261121,26091.72364356,26755.25889454,32044.52877553,33840.39963131
2021-05-01,34635,21757.23271346,19953.98958150,21301.29102054,23638.08219415,26464.35902280,28021.32784145
2021-05-02,30609,22869.53786934,18879.51647557,20990.53167587,22558.68587819,24830.18453993,26282.33589749
2021-05-03,21099,24588.55492841,24217.17352297,26027.66725643,26246.98206357,23428.30469349,24055.45890113
2021-05-04,22319,24588.55492841,26503.00819992,28247.60829759,26405.63559552,25768.04352956,27465.27858802
2021-05-05,22808,22060.58866506,23942.08294401,25465.00781506,27148.86833935,31913.98262791,33286.90049738
2021-05-06,27220,21757.23271346,23715.98751341,25358.04597882,26659.44482873,29391.20229899,30825.97391291
2021-05-07,31261,24285.19897681,24718.53442435,28347.33910553,29245.69325437,33448.11476279,35292.71782989
2021-05-08,22411,26813.16524015,25004.15149757,24799.93146157,27316.01248424,23340.86929136,18742.66412191
2021-05-09,34410,30959.02991204,26959.77554128,26737.73047273,26634.60390435,30288.61976763,30114.65403581
2021-05-10,26176,28835.53825083,28459.30953247,28751.74950653,27039.45855035,25254.38641332,28483.27425944
2021-05-11,30613,27622.11444442,29533.10534957,30657.65215746,32411.76811009,34654.98932995,34809.66057308
2021-05-12,31718,27723.23309496,29598.26429001,31290.62891158,30827.91892194,33988.58251214,36363.68460948
2021-05-13,24704,26509.80928855,28463.13971451,26895.86141595,25457.21376982,26854.30710123,27547.25549433
2021-05-14,31634,25094.14818108,25526.56033092,24257.14648760,22571.36035496,23481.08198611,24423.92467143
2021-05-15,28821,25397.50413268,23590.10616107,21355.23591909,20810.84575884,23873.34205818,25474.29534203
2021-05-16,17723,26408.69063802,22414.62981682,20720.56781051,20002.28172315,22346.60613972,25801.00936302
2021-05-17,21027,26408.69063802,26035.23181275,23985.60668534,24624.75081223,24862.89661055,24830.01976765
2021-05-18,27777,26408.69063802,28321.06648971,27820.40276678,29573.97849812,34281.91807900,36206.53915876
2021-05-19,29522,26914.28389069,28790.23838343,28436.94485630,30632.38952418,34722.98046098,34659.46906950
2021-05-20,27207,25903.09738535,27857.12028458,27293.94864093,27043.83395329,27485.79622160,27536.60977134
2021-05-21,21452,26813.16524015,27243.61538239,27139.45603352,24108.43209461,19773.71294286,22285.44194742
2021-05-22,30021,25700.86008428,23893.11587603,22609.56184286,21870.01850809,22689.71995722,22751.82933046
2021-05-23,22129,25397.50413268,21404.59743360,21175.46107611,20568.37083221,22883.34226729,25268.27597743
2021-05-24,21323,25599.74143375,25227.20590618,24543.30390265,23844.62432017,27657.05484556,31236.85217267
2021-05-25,29226,26004.21603588,27917.05353642,28099.25137544,29598.13856553,34218.40253098,32945.45441124
2021-05-26,32478,25700.86008428,27578.19952358,26992.50793787,28051.32319601,31974.34996765,34232.80105695
2021-05-27,37833,28329.94499816,30281.19800429,29758.92302972,31562.79441225,34126.46544749,38279.95802374
2021-05-28,32927,28835.53825083,29263.68014882,28853.80894279,29847.32993482,33160.43489237,36155.99231889
2021-05-29,49875,30048.96205724,28236.25512385,28846.89156142,30190.57803619,32724.81690789,34759.56458383
2021-05-30,47848,27824.35174549,23828.67515332,23176.16464082,26417.95702093,27937.82772820,31148.22575295
2021-05-31,53182,30251.19935830,29873.35486896,29955.83368062,34346.98003666,34159.33225097,36719.05573773
2021-06-01,46124,32273.57236898,34179.25431235,36009.62487141,38314.33941364,37819.24786682,41979.70973350
2021-06-02,46231,33790.35212699,35658.45858929,37382.41497554,39886.70739226,41047.53299993,43559.54376935
2021-06-03,47183,34801.53863232,36745.40525686,36157.24543713,36431.58575996,38377.64907189,42615.61552873
2021-06-04,22748,29745.60610563,30172.70929371,27166.65095313,25604.57811151,25888.05699059,25201.33931347
2021-06-05,56922,31666.86046578,29852.30693699,29245.42372706,32062.56580865,36914.72268026,38378.70220935
2021-06-06,41583,32172.45371845,28171.81440114,26526.94097488,27279.57146344,31031.53870044,32880.22731038
2021-06-07,39537,33385.87752485,33004.45525693,32629.22924038,32043.66128354,35971.10309575,41380.18426943
2021-06-08,44797,33486.99617539,35391.29317221,35475.86436550,37083.53436309,41149.99892779,45783.00055612
2021-06-09,46634,34295.94537966,36163.47478090,37326.54669077,38462.11796609,42111.25861988,46319.89002016
2021-06-10,44446,34397.06403019,36341.39230358,34478.08230944,35465.23722932,41004.55016277,40616.70872981
2021-06-11,44189,34700.41998179,35121.86797146,33349.05014277,33966.24544174,37567.50210562,38164.05239162
2021-06-12,56320,33486.99617539,31670.36522678,31603.84314074,31197.23919510,36150.15130344,38956.19682500
2021-06-13,48667,34194.82672912,30191.87916756,29957.07736444,33510.84699460,36243.63109137,38916.31794028
2021-06-14,41079,36116.08108926,35731.54269160,35682.40184882,37062.65323431,40689.66425370,44375.58373084
2021-06-15,44263,33082.52157325,34987.28021892,35734.52728615,35379.74378484,41025.04607777,44276.65432041
2021-06-16,44053,35711.60648713,37577.52011739,37400.23233666,40406.12046928,44023.54057912,45902.91932081
2021-06-17,30035,33992.58942805,35937.37935029,31668.52065356,29014.13300263,28799.04020906,28152.89848987
2021-06-18,19026,30251.19935830,30677.72548531,26242.79808421,23880.54325414,18971.80532338,16704.35968636
2021-06-19,35712,28835.53825083,27024.21626399,24031.44474640,22555.77792613,28208.31514667,29046.55842667
2021-06-20,28882,29543.36880457,25545.73020478,22182.82209007,21111.89648434,23292.35262839,24707.35317036
2021-06-21,20316,28026.58904656,27651.28362589,25312.68049915,22549.92671815,24068.92589800,27261.26285172
2021-06-22,35381,28633.30094976,30543.13773278,31111.11485202,29025.68353925,32850.28829981,35643.98141485
2021-06-23,42302,28936.65690136,30810.30314986,31463.36748579,34035.72009774,39558.56104480,42225.59590625
2021-06-24,40671,30756.79261097,32705.27572401,31577.95540240,33584.12563339,36506.66362180,40660.24335029
2021-06-25,39273,32172.45371845,32596.78701342,31004.25212616,29762.49839489,35454.66136111,37672.27099212
2021-06-26,50000,32374.69101951,30559.32960524,29352.91645802,29697.08122903,34031.73672783,39022.59651631
2021-06-27,29887,32374.69101951,28373.82087778,25115.81832633,25673.85190480,24166.96996922,25742.03535630
2021-06-28,28741,31767.97911631,31388.40344379,26740.18993778,25146.85936774,23029.08812027,24752.29957119
2021-06-29,31728,30655.67396044,32563.20249921,30120.58556881,27379.76602504,30159.41230119,32787.74054645
2021-06-30,36904,29341.13150350,31214.31610315,28681.49356470,26454.73546001,29983.65662560,32861.34609140
2021-07-01,41632,30554.55530990,32503.26924737,32565.17860287,33031.60285906,36478.17828307,41499.44901775
2021-07-02,42401,33385.87752485,33808.82587328,32589.98886061,34566.86560212,34092.59535950,38201.26298181
2021-07-03,39893,33588.11482592,31771.36846510,29021.01283214,27960.29557238,28453.93361956,28875.66043327
2021-07-04,32729,32678.04697111,28676.83059274,26410.51562610,26240.74675994,30709.79946238,31471.10379977
2021-07-05,30628,32071.33506791,31691.41315875,30739.76943002,30859.51447648,33995.45906701,37659.60481292
2021-07-06,24203,30756.79261097,32664.20573753,30222.45176468,29394.80416177,28108.09024407,28153.32711284
2021-07-07,38170,31767.97911631,33638.39382286,32216.30941767,32739.34465979,34305.54222169,34914.91700696
2021-07-08,38057,32273.57236898,34220.32429883,32197.59238023,33923.01445611,37258.81169927,38180.09457730
2021-07-09,39294,33284.75887432,33707.82263496,31014.56744049,32434.43829164,33712.57753793,34769.13530533
2021-07-10,40202,31464.62316471,29650.30046035,27830.55005512,25998.94877976,33496.53101026,34133.61907763
2021-07-11,41740,32172.45371845,28171.81440114,25961.74171078,26069.99164078,30318.54908316,32658.34019648
2021-07-12,26224,32374.69101951,31994.42287371,28724.01389722,30091.78250496,32654.37517305,33422.67711134
2021-07-13,38763,33284.75887432,35189.28669556,32910.40647735,33957.49383847,36662.55081101,38469.14928297
2021-07-14,41459,32779.16562165,34648.42620607,32649.58642423,34745.45201809,37221.08479034,35668.59701367
2021-07-15,38939,32678.04697111,34624.33725211,32827.09973173,32929.80612971,36291.15625898,36798.95597128
2021-07-16,43016,32981.40292272,33404.81291999,33131.25141331,36940.24961223,40274.07005412,36909.93767777
2021-07-17,52103,35307.13188499,33488.42351656,33255.76347430,36010.03909863,42835.58745239,42903.90597540
2021-07-18,46595,37430.62354620,33423.98279385,32934.19600010,36840.13817829,42502.29634344,41474.72877257
2021-07-19,38163,37026.14894407,36640.57183650,35145.82807536,37230.07153309,40162.60129761,41593.37064096
2021-07-20,39611,36014.96243873,37916.37413024,35600.23670172,39779.81534370,37949.51784782,38175.32125882
2021-07-21,44467,36925.03029353,38789.55897725,37391.29971884,39539.38189765,39553.86971438,42190.00827758
2021-07-22,46462,35307.13188499,37250.42144847,36141.74852836,38849.09984615,40360.51717897,42459.07309759
2021-07-23,43714,32576.92832058,33000.79996671,31209.86002958,31915.69888708,34206.01143143,37135.76693329
2021-07-24,36877,33385.87752485,31569.36198845,29200.80851247,30105.35503385,27917.00596697,27943.71115027
2021-07-25,18952,33790.35212699,29787.86621428,26259.34543640,26776.92655521,24177.80192092,20983.16830833
2021-07-26,35758,34397.06403019,34014.48764014,31629.32239869,32294.45860815,32961.70003900,34752.96316622
2021-07-27,36779,33992.58942805,35896.30936381,34269.41186453,33308.64534091,34574.53123288,36233.28676111
2021-07-28,26491,32374.69101951,34244.41325279,32363.23576879,31621.39844968,31129.42522991,32482.01823637
2021-07-29,41820,31970.21641738,33917.31458386,34818.91855314,35284.90596626,34757.99969101,37650.13116904
2021-07-30,27732,31262.38586364,31687.75786853,29401.14297124,28019.19147893,27505.32156815,28549.73293526
2021-07-31,35292,32273.57236898,30458.32636692,29069.37907012,28964.38532724,34245.56320815,34241.46628985
2021-08-01,34376,31464.62316471,27464.79173289,24925.70733166,24892.71834240,27994.33742290,29576.28420812
2021-08-02,34285,30756.79261097,30378.37106057,29839.40833184,29236.83375781,35535.15337336,36688.13753978
2021-08-03,38503,31767.97911631,33674.23812074,33986.36729182,34110.83687391,39556.78788077,39807.46331311
2021-08-04,44108,31767.97911631,33638.39382286,33851.35014596,35697.79817199,40415.93674923,41033.03951074
2021-08-05,32213,32172.45371845,34119.32106051,32418.69719242,34082.26453969,34469.69735262,37059.31131258
2021-08-06,29535,32981.40292272,33404.81291999,31576.95343704,32644.58819333,31579.06050783,30755.08004425
2021-08-07,24930,31161.26721311,29347.29074538,26757.89532339,27198.82435470,28485.47347928,26682.79637348
2021-08-08,25162,31363.50451418,27363.78849457,25873.49691198,26915.78831707,26992.68699486,26728.22615878
2021-08-09,21634,31161.26721311,30782.38401386,28268.67569096,31901.03890832,31037.51939804,29232.24236566
2021-08-10,40608,33385.87752485,35290.28993388,34405.08514546,36018.42625871,39143.60559992,41198.74398875
2021-08-11,43110,33689.23347645,35557.45535097,35342.72273134,37286.18943957,38512.02998134,39821.70177169
2021-08-12,39308,34093.70807859,36038.38258861,34253.22647386,33368.88533570,36930.84171268,36456.16738298
2021-08-13,36992,32880.28427218,33303.80968167,31878.80100125,32716.73499769,31275.69327117,31223.51202096
2021-08-14,45257,34498.18268072,32680.39760999,31815.07757926,33058.01359756,31665.76103717,32852.89455943
2021-08-15,38207,33891.47077752,29888.86945260,29227.57932877,30752.05884419,28849.13222198,29838.70998664
2021-08-16,33358,31060.14856257,30681.38077554,30104.63554343,28831.36238505,26742.49485927,28045.85176269
2021-08-17,33521,30251.19935830,32159.18954592,30217.76298543,30501.75975065,31327.96662321,30601.22561350
2021-08-18,38937,33891.47077752,35759.46182761,35203.29842701,35652.67193163,38389.83970258,37291.73772707
2021-08-19,38045,33385.87752485,35331.35992036,35155.01814307,34502.99098916,37009.60575767,38515.45572561
2021-08-20,37250,33689.23347645,34111.83558824,32330.38818411,32142.34017366,35286.34802237,36181.69057991
2021-08-21,33274,32981.40292272,31165.34903517,28430.00134495,27095.22683749,31155.32534354,31592.01425960
2021-08-22,33765,32880.28427218,28878.83706939,25544.40655364,26725.13864889,27701.88264532,25040.62835535
2021-08-23,35664,32273.57236898,31893.41963539,30297.55980564,30524.23925805,32915.07695939,32880.66002100
2021-08-24,39535,32071.33506791,33977.24783571,33464.35267127,35945.97978960,37212.98242302,36400.88873051
2021-08-25,40758,32273.57236898,34143.41001447,33189.91122109,34806.01144474,39083.56304389,38136.40961198
2021-08-26,37222,31363.50451418,33311.29515394,32794.72321770,30179.18731701,32192.09240448,33182.94279590
2021-08-27,38114,30857.91126151,31283.74491524,30992.06130013,31206.48938025,34006.44145937,34640.94689810
2021-08-28,39107,30756.79261097,28943.27779210,27541.38613213,29277.34842458,30827.03418931,29953.11010237
2021-08-29,37065,30150.08070777,26151.74963471,25397.97301772,25711.53366775,29272.72414111,29774.29569508
2021-08-30,32858,30857.91126151,30479.37429889,28790.69031150,25906.88780691,29610.72289728,30397.76964750
2021-08-31,34433,31060.14856257,32967.21545249,31173.99236839,29725.89877698,32746.80180026,33714.83848136
2021-09-01,37354,31363.50451418,33234.38086958,32535.52940234,31336.41286756,33907.97314645,36289.34244620
2021-09-02,38823,31869.09776684,33816.31134554,33304.05419703,32518.52347626,33296.42257814,36018.35658992
2021-09-03,39325,32374.69101951,32798.79349006,32398.94011010,33058.88915094,32534.55312431,34046.49793686
2021-09-04,41087,31262.38586364,29448.29398371,27707.56041540,27503.61671756,28625.26589136,30915.03877213
2021-09-05,45034,33284.75887432,29282.85002267,27566.72637739,31645.95687633,30886.36352244,31845.06076779
2021-09-06,41408,34498.18268072,34115.49087846,32659.73024272,37130.17533465,36125.83866163,36487.02396331
2021-09-07,46829,36014.96243873,37916.37413024,38204.19045418,41542.05404370,38551.67706092,39673.17569032
2021-09-08,45732,36621.67434193,38486.54926229,39003.34149157,40669.81302921,36468.52980658,38965.41981472
2021-09-09,40853,34801.53863232,36745.40525686,34078.11957276,35544.66382683,37086.79454353,38355.97155895
2021-09-10,37388,34194.82672912,34616.85177985,31890.99182728,31026.45923249,35789.72623505,37683.31223419
2021-09-11,45797,34397.06403019,32579.39437167,31410.42606334,31318.71717443,31755.30791944,33329.71989415
2021-09-12,40890,32172.45371845,28171.81440114,28384.02427120,28567.86650823,33432.94747262,35306.91333500
2021-09-13,38389,31363.50451418,30984.39049050,30006.52037096,30762.97143062,33908.61005641,36004.20668693
2021-09-14,22871,32273.57236898,34179.25431235,30075.03259838,27727.75830962,26458.16334791,28102.90594897
2021-09-15,41485,31666.86046578,33537.39058454,31367.57276568,30392.18598604,34779.98122642,37669.62438232
2021-09-16,43332,31565.74181524,33513.30163058,31787.31432922,36000.75963056,37476.17071909,38106.39457769
2021-09-17,41465,32273.57236898,32697.79025174,30985.00419400,31599.38263716,33415.61706517,36516.78363479
2021-09-18,51300,33486.99617539,31670.36522678,30675.30149258,32729.62274008,33799.46801018,35388.29103631
2021-09-19,30864,32779.16562165,28777.83383106,25846.25411785,26515.54489385,22265.97077170,18713.95987005
2021-09-20,37699,30655.67396044,30277.36782225,27194.14544753,27400.53390960,28917.56200484,30765.98243309
2021-09-21,44749,30756.79261097,32664.20573753,31191.36478885,33749.52528097,36733.28766887,39173.41773604
2021-09-22,46175,31060.14856257,32931.37115461,31725.28861465,35749.41479163,36884.91929878,37923.67221976
2021-09-23,42853,31767.97911631,33715.30810722,32435.13185703,36197.94940952,38892.85798490,38532.11813974
2021-09-24,46203,32576.92832058,33000.79996671,31189.67434158,35440.16856214,35737.10521827,35891.70756922
2021-09-25,48507,31970.21641738,30155.31665196,26180.01241807,25282.63613301,28084.93294759,31580.00322193
2021-09-26,45163,32475.80967005,28474.82411610,25540.65553025,27131.55360133,27990.31459971,29328.92963153
2021-09-27,32180,31262.38586364,30883.38725218,30187.25380714,27449.54517159,28859.55705681,32164.58736508
2021-09-28,32558,29037.77555190,30947.15068607,29722.05340317,30741.51784503,34009.71451614,35058.66167002
2021-09-29,39910,26914.28389069,28790.23838343,28820.47292837,28207.76832827,31408.37244415,33440.44008011
2021-09-30,34095,27419.87714336,29372.16885940,28216.37093882,29926.29233329,31493.00023432,31769.10076457
2021-10-01,34223,29947.84340670,30374.71577035,28944.86700913,28308.61414617,29740.67765087,30040.73904994
2021-10-02,17712,27116.52119176,25307.16121253,23006.21849680,26605.92685819,24167.08602319,21557.85354242
2021-10-03,33745,28228.82634763,24232.68810660,23220.28704022,23545.17458167,26617.61733070,28133.47161163
2021-10-04,30988,28329.94499816,27954.29334086,26607.37779892,28033.36482681,30110.16608121,31711.10915231
2021-10-05,34936,28026.58904656,29937.11830285,28703.39144451,26380.04186546,24890.23588995,25886.85999891
2021-10-06,40846,27622.11444442,29497.26105168,30179.47831554,30536.82927106,32973.67789062,34581.99699952
2021-10-07,38372,30048.96205724,31998.25305576,29007.80873501,28658.04281640,32886.59196806,35258.44247681
2021-10-08,37527,30857.91126151,31283.74491524,27399.00883550,26007.42264252,28930.63647225,32751.27068155
2021-10-09,47877,27925.47039603,26115.18711910,24144.11907178,27965.97181878,28756.62911473,30373.75314473
2021-10-10,36634,27925.47039603,23929.67839164,21299.83341234,24234.92155790,26948.27531042,27545.43733598
2021-10-11,36683,26004.21603588,25631.21885947,24910.39731011,27234.22672785,31400.42768271,32576.79093607
2021-10-12,38469,27015.40254122,28927.08591964,27200.27297376,28793.61437562,33586.89695513,34360.68355906
2021-10-13,40259,25801.97873482,27679.20276190,25802.49010151,29741.36133077,33313.88336148,34289.57987549
2021-10-14,40669,28633.30094976,30584.20771926,28691.89483308,28893.39755878,30835.20214187,33532.51787623
2021-10-15,38265,27520.99579389,27950.63805064,27832.33371658,27023.99474578,31094.64834492,33106.43020267
2021-10-16,35598,26004.21603588,24196.12559099,22572.00373439,24031.57478058,27882.49536705,29059.88412957
2021-10-17,34702,28127.70769709,24131.68486828,21745.79406011,22137.46140036,24424.28937903,26552.90522980
2021-10-18,30787,28835.53825083,28459.30953247,24936.65447387,25977.20943242,27077.70389541,29519.17942268
2021-10-19,35833,33284.75887432,35189.28669556,32062.60758120,30751.19635881,26361.35568177,30078.31831072
2021-10-20,34344,31060.14856257,32931.37115461,30695.81852647,28908.91629340,26462.33193567,29238.30309122
2021-10-21,35898,24184.08032627,26140.06523312,26632.06477540,25338.65429781,22849.85330677,25049.59055075
2021-10-22,35381,24184.08032627,24617.53118603,24490.93494101,25463.53926111,27113.79207335,28792.70650538
2021-10-23,38578,26105.33468642,24297.12882932,23864.82552247,22668.98934975,28440.22261524,30938.23676997
2021-10-24,35165,28026.58904656,24030.68162996,24570.85262476,21607.16040582,25041.27741652,28708.29151667
2021-10-25,34018,27824.35174549,27449.27714925,25290.61929945,26048.09414087,27097.54142044,29438.59529749
2021-10-26,38446,27925.47039603,29836.11506453,27430.75534444,28923.87187445,29118.10522324,31003.88813388
2021-10-27,39679,30554.55530990,32426.35496300,31458.18589136,29325.63767618,32262.92333118,34503.59827117
2021-10-28,40598,28936.65690136,30887.21743422,29239.72167672,28458.32341948,31513.69916780,33987.11136705
2021-10-29,30864,28633.30094976,29061.67367217,27600.42077487,25285.08032953,27763.77399105,30300.50210856
2021-10-30,36270,26813.16524015,25004.15149757,23427.30467733,23165.39235561,26425.02765830,28185.43623079
2021-10-31,27205,26509.80928855,22515.63305514,21367.44758247,22485.99383323,20193.08761155,19899.21767369
2021-11-01,32891,25195.26683161,24823.19295290,25569.02296744,25715.97506020,27730.08274171,28917.52903698
2021-11-02,34906,21656.11406293,23573.91428860,22608.79211301,26438.55621760,30073.68553427,30721.66438790
2021-11-03,34050,21453.87676186,23336.06351408,21422.24367927,22427.35628806,23781.23015707,27413.88379528
2021-11-04,33410,22465.06326720,24423.01018165,23547.89834944,22546.20824883,26564.30822465,29478.66058140
2021-11-05,33000,21757.23271346,22193.45346632,22510.41706430,23403.67992113,27266.79256925,28981.81511632
2021-11-06,33536,26004.21603588,24196.12559099,22814.23199044,21040.54595939,22136.29395952,25798.50432745
2021-11-07,29935,25195.26683161,21202.59095696,22606.76941266,20429.65635948,21280.47753696,24384.48946090
2021-11-08,30945,23172.89382094,22803.12818647,21775.54419381,23320.07503168,24479.38095684,26671.50953852
2021-11-09,35175,28026.58904656,29937.11830285,27936.33530037,27034.82029201,30724.26878500,33155.34566084
2021-11-10,29812,27217.63984229,29093.24809840,25654.13317936,23223.92018366,26453.18616956,31488.74402616
2021-11-11,35799,27419.87714336,29372.16885940,26641.88727454,25578.25425078,28440.56186884,32458.07546056
